,Label
631,1
9542,1
3291,1
29287,0
6772,1
19902,0
21592,0
19510,0
14811,0
11615,0
8329,1
28287,0
10745,1
18378,0
30704,0
4587,1
19719,0
1500,1
29915,0
24471,0
24796,0
17723,0
2817,1
14197,0
6433,1
17963,0
28909,0
9590,1
3227,1
18467,0
7048,1
8125,1
9736,1
11131,1
23325,0
11201,1
28720,0
2969,1
8135,1
25268,0
16223,0
5190,1
23868,0
30455,0
26952,0
6579,1
7800,1
24599,0
10596,1
25166,0
18698,0
13059,0
27900,0
22402,0
23476,0
30441,0
29139,0
27387,0
25284,0
3384,1
21023,0
10050,1
16356,0
14638,0
4661,1
5607,1
1689,1
16983,0
6985,1
29964,0
15234,0
29485,0
17812,0
5086,1
8800,1
20948,0
8705,1
10985,1
29538,0
8863,1
1643,1
21765,0
29405,0
24782,0
28892,0
17861,0
23331,0
52,1
1612,1
20399,0
30087,0
23314,0
2912,1
13279,0
3702,1
5519,1
5633,1
2837,1
24125,0
14772,0
18549,0
15869,0
14791,0
19485,0
18705,0
20609,0
26452,0
26560,0
2653,1
5762,1
23277,0
10044,1
17015,0
7075,1
23001,0
22218,0
19997,0
21601,0
28291,0
28232,0
19721,0
25324,0
15836,0
2765,1
18478,0
24408,0
24172,0
5541,1
27735,0
17137,0
24033,0
19804,0
16380,0
17456,0
29920,0
1872,1
24061,0
13454,0
13363,0
28575,0
23118,0
20087,0
6980,1
21168,0
9277,1
1044,1
7976,1
11329,0
20084,0
9422,1
20221,0
13998,0
13376,0
22657,0
27044,0
13401,0
138,1
724,1
22627,0
12172,0
12096,0
9994,1
19732,0
22150,0
12231,0
25428,0
7185,1
14094,0
24619,0
15522,0
5551,1
18067,0
12389,0
1223,1
18182,0
28470,0
3290,1
22540,0
15427,0
5459,1
989,1
22291,0
7890,1
12467,0
23848,0
25689,0
4871,1
16888,0
23349,0
23734,0
28393,0
25455,0
542,1
1869,1
8468,1
7774,1
3434,1
1051,1
17243,0
27584,0
207,1
20224,0
29944,0
22686,0
26988,0
3768,1
18294,0
12117,0
2521,1
5286,1
9453,1
2024,1
8358,1
11174,1
24478,0
6182,1
7,1
18711,0
10697,1
2326,1
13922,0
13869,0
4634,1
20739,0
21961,0
17846,0
28297,0
9748,1
1315,1
20378,0
934,1
3167,1
26621,0
30050,0
5126,1
8483,1
18681,0
30205,0
11198,1
5225,1
5075,1
13257,0
20839,0
8684,1
3690,1
25979,0
22282,0
2086,1
9821,1
11121,1
10704,1
4324,1
21313,0
4318,1
20016,0
24826,0
19870,0
26779,0
446,1
133,1
11763,0
25639,0
26160,0
530,1
5321,1
15498,0
22034,0
26411,0
28841,0
11769,0
2349,1
22179,0
3632,1
16208,0
14753,0
3112,1
23010,0
9969,1
1271,1
17956,0
29513,0
13258,0
5339,1
28492,0
7188,1
28451,0
26025,0
12406,0
962,1
23703,0
17480,0
4169,1
12762,0
18036,0
1954,1
2678,1
7245,1
27284,0
5900,1
30698,0
4087,1
9092,1
18779,0
11509,0
6243,1
6478,1
9000,1
16968,0
24018,0
7987,1
26372,0
24663,0
17692,0
27720,0
6691,1
14281,0
17827,0
9009,1
10314,1
23560,0
27335,0
1295,1
26353,0
18671,0
14352,0
27593,0
21735,0
199,1
28534,0
7322,1
8580,1
24216,0
12493,0
18258,0
24101,0
15923,0
13958,0
2954,1
4553,1
505,1
9441,1
20791,0
2050,1
1304,1
11479,0
14509,0
19940,0
21304,0
22451,0
13235,0
26101,0
18854,0
5335,1
19484,0
21438,0
21061,0
22364,0
17661,0
10635,1
429,1
1604,1
28717,0
9612,1
20616,0
4192,1
14192,0
26212,0
29364,0
25420,0
26283,0
29265,0
21777,0
25017,0
8669,1
3731,1
30234,0
30244,0
10726,1
21108,0
13876,0
26898,0
24166,0
22502,0
3578,1
14735,0
898,1
9377,1
6415,1
10009,1
23947,0
17281,0
7397,1
6431,1
16630,0
14831,0
2531,1
628,1
26289,0
4467,1
28328,0
4499,1
465,1
25514,0
25931,0
23780,0
2869,1
8886,1
22710,0
4310,1
13096,0
29853,0
28441,0
28011,0
9878,1
10784,1
27936,0
26056,0
17592,0
4010,1
29753,0
2659,1
22775,0
1728,1
3999,1
17499,0
12915,0
18941,0
27154,0
974,1
6279,1
5781,1
26498,0
24686,0
18032,0
15383,0
17778,0
29370,0
29065,0
15507,0
23276,0
11396,0
11654,0
30183,0
3580,1
23852,0
12473,0
14158,0
4580,1
28129,0
14790,0
30103,0
22509,0
17235,0
20779,0
3952,1
3655,1
12498,0
21544,0
20718,0
21310,0
3148,1
4280,1
8756,1
27411,0
971,1
26556,0
22226,0
2345,1
12285,0
8299,1
5338,1
10127,1
24881,0
17202,0
20315,0
13474,0
7892,1
12573,0
29609,0
26256,0
19959,0
3010,1
23131,0
4996,1
1056,1
21179,0
19503,0
21444,0
4235,1
4630,1
20258,0
17730,0
14814,0
11894,0
4457,1
22027,0
29322,0
22080,0
18814,0
24668,0
27880,0
30423,0
4612,1
11904,0
30636,0
25267,0
14054,0
1602,1
21196,0
15397,0
22529,0
16084,0
7117,1
30224,0
12847,0
29724,0
10442,1
24932,0
19024,0
18615,0
23136,0
20043,0
13464,0
834,1
30276,0
9604,1
1280,1
21786,0
19536,0
25211,0
21353,0
1520,1
27912,0
10235,1
19088,0
9671,1
14429,0
8650,1
14975,0
16286,0
7240,1
24039,0
29704,0
26267,0
21115,0
30403,0
13130,0
11371,0
3082,1
1924,1
1222,1
25041,0
16032,0
20632,0
24508,0
23430,0
27175,0
26688,0
26990,0
25243,0
915,1
695,1
20797,0
11151,1
25918,0
16354,0
18358,0
14824,0
14517,0
13746,0
29581,0
24325,0
2141,1
18342,0
19136,1
13316,0
23771,0
15620,0
18187,0
22621,0
19633,0
8377,1
21699,0
1023,1
15291,0
10703,1
13660,0
17481,0
19765,0
804,1
20520,0
28886,0
21243,0
10368,1
9210,1
14151,0
16538,0
4923,1
13693,0
16253,0
17943,0
6512,1
6695,1
17007,0
18937,0
9653,1
19473,0
2693,1
5685,1
12402,0
4290,1
10345,1
10332,1
9395,1
15232,0
26337,0
15536,0
20633,0
8234,1
19849,0
23496,0
22785,0
17357,0
26135,0
8728,1
7846,1
10339,1
7170,1
21059,0
17575,0
26442,0
5738,1
30009,0
18656,0
2299,1
30532,0
24505,0
2707,1
13495,0
1873,1
4358,1
3277,1
13494,0
1127,1
15895,0
23671,0
29651,0
9185,1
9366,1
26868,0
9975,1
23763,0
12924,0
9099,1
2309,1
27053,0
12678,0
13722,0
7076,1
19276,0
20472,0
22516,0
24418,0
15406,0
21791,0
10671,1
6556,1
29129,0
947,1
12212,0
23542,0
28058,0
13637,0
27510,0
4408,1
27673,0
27464,0
14296,0
2537,1
19413,0
25505,0
19614,0
29922,0
9313,1
26854,0
1749,1
1828,1
479,1
17040,0
24876,0
2116,1
7997,1
24351,0
9275,1
23891,0
102,1
4552,1
13563,0
24778,0
6834,1
20657,0
23695,0
28525,0
28579,0
3645,1
11215,1
28003,0
10643,1
22210,0
14458,0
6615,1
5499,1
18946,0
15283,0
7407,1
6907,1
14544,0
9882,1
24634,0
26539,0
28778,0
25286,0
24669,0
7674,1
5095,1
4889,1
23189,0
4849,1
23102,0
11579,0
14869,0
4946,1
12887,0
27196,0
4833,1
3178,1
19002,0
15222,0
6899,1
17637,0
1037,1
22567,0
13772,0
29344,0
27320,0
8558,1
23975,0
2293,1
18485,0
4343,1
2755,1
10212,1
22328,0
19321,0
10389,1
7376,1
27621,0
8053,1
8874,1
21693,0
23482,0
21398,0
16918,0
4190,1
30595,0
2641,1
30417,0
5583,1
17729,0
3117,1
17513,0
475,1
12938,0
28849,0
18433,0
23561,0
3791,1
28270,0
26163,0
10287,1
6462,1
6747,1
380,1
21504,0
26709,0
18777,0
9835,1
5226,1
25476,0
12182,0
14142,0
3769,1
237,1
22691,0
21080,0
16233,0
17801,0
6122,1
14389,0
16319,0
22687,0
21929,0
2501,1
21233,0
22058,0
8586,1
29466,0
19688,0
10993,1
8419,1
14256,0
7257,1
30026,0
27270,0
2543,1
10725,1
8699,1
8157,1
26174,0
21680,0
26817,0
22711,0
18176,0
17907,0
11328,0
29766,0
28719,0
26005,0
2174,1
4019,1
28494,0
5122,1
21127,0
3252,1
4468,1
18335,0
8202,1
9241,1
5037,1
17887,0
4814,1
12676,0
2272,1
23877,0
18792,0
14046,0
26065,0
5018,1
24323,0
13716,0
5328,1
11235,1
14800,0
28086,0
4737,1
9998,1
18471,0
5989,1
14922,0
19491,0
3671,1
20886,0
19277,0
11023,1
21355,0
9154,1
26771,0
26657,0
23217,0
21886,0
15032,0
7665,1
18077,0
18274,0
28095,0
15786,0
20525,0
6064,1
23130,0
26111,0
18333,0
30712,0
12427,0
19572,0
23939,0
25726,0
14339,0
13858,0
16697,0
23116,0
28758,0
20949,0
13332,0
15717,0
17045,0
27145,0
23857,0
15979,0
18595,0
4578,1
25849,0
30603,0
27215,0
20964,0
15220,0
6352,1
6221,1
5876,1
25153,0
12882,0
21545,0
30479,0
21524,0
9918,1
18676,0
10344,1
17327,0
29657,0
27611,0
30384,0
9623,1
27333,0
1467,1
19184,0
14938,0
17270,0
10793,1
28735,0
5238,1
242,1
18873,0
16479,0
26312,0
9071,1
13058,0
11698,0
22728,0
20637,0
21302,0
14648,0
2231,1
23762,0
27194,0
29742,0
6112,1
12751,0
23032,0
16578,0
22612,0
30490,0
19835,0
9348,1
14374,0
15842,0
20590,0
30580,0
19648,0
8206,1
18124,0
23669,0
15529,0
10421,1
7513,1
25558,0
29090,0
11241,1
25474,0
27643,0
28378,0
4163,1
2843,1
6214,1
23281,0
15043,0
29429,0
20888,0
29602,0
963,1
6993,1
22473,0
10950,1
24181,0
1878,1
2278,1
18585,0
8276,1
848,1
27545,0
415,1
6261,1
20487,0
20265,0
982,1
21390,0
2014,1
9580,1
24815,0
5415,1
6414,1
30732,0
19903,0
16348,0
4345,1
17660,0
13659,0
20754,0
23227,0
24023,0
1907,1
12442,0
30724,0
27760,0
3734,1
11247,1
12139,0
22219,0
10237,1
23870,0
26543,0
9319,1
4496,1
25612,0
13797,0
24040,0
26146,0
1311,1
29491,0
7411,1
7500,1
7574,1
21035,0
1099,1
20896,0
21967,0
26515,0
7781,1
17452,0
7651,1
22283,0
957,1
19916,0
6557,1
992,1
7717,1
22880,0
5282,1
18890,0
28450,0
10119,1
21245,0
21808,0
23781,0
19203,0
1820,1
4364,1
29741,0
11461,0
18265,0
10335,1
29979,0
27583,0
15204,0
24144,0
1071,1
24225,0
21273,0
18532,0
6764,1
5741,1
27862,0
29382,0
5861,1
13364,0
8913,1
10400,1
15117,0
9077,1
9822,1
30632,0
27231,0
8105,1
8762,1
17971,0
10048,1
15168,0
11190,1
26661,0
24986,0
8825,1
2434,1
15548,0
16183,0
12271,0
14789,0
6085,1
29635,0
6341,1
44,1
21600,0
15788,0
24240,0
27964,0
28881,0
6777,1
17425,0
10772,1
18280,0
17617,0
28656,0
13372,0
12824,0
14679,0
8686,1
1396,1
6422,1
21746,0
14819,0
21349,0
30241,0
24133,0
9161,1
26060,0
13445,0
4150,1
2811,1
4848,1
27977,0
13119,0
27867,0
30140,0
679,1
7622,1
15103,0
9476,1
30708,0
11905,0
27721,0
18225,0
17640,0
9583,1
1488,1
1494,1
262,1
23423,0
6498,1
1863,1
27644,0
5236,1
15400,0
7551,1
4279,1
22549,0
29864,0
6808,1
24614,0
8450,1
16077,0
14329,0
27274,0
1962,1
24526,0
17832,0
17923,0
10589,1
4928,1
17127,0
793,1
12769,0
19640,0
10827,1
21926,0
30084,0
10845,1
18473,0
21681,0
22701,0
21287,0
6484,1
13640,0
26027,0
1699,1
12398,0
3808,1
9349,1
20631,0
20599,0
23226,0
20486,0
9133,1
881,1
20372,0
21713,0
28721,0
27845,0
8942,1
24299,0
24114,0
5267,1
16209,0
4089,1
18415,0
14961,0
4762,1
9438,1
16743,0
12078,0
28593,0
15868,0
20109,0
24098,0
28091,0
24899,0
24920,0
20929,0
12861,0
26811,0
14535,0
12722,0
12666,0
22062,0
19282,0
27027,0
15318,0
12657,0
3551,1
22337,0
11338,0
26396,0
26467,0
5996,1
7167,1
6489,1
24013,0
6058,1
21285,0
19693,0
19822,0
24241,0
10722,1
6199,1
5907,1
10316,1
18727,0
15608,0
26116,0
19825,0
3966,1
87,1
18111,0
26722,0
17472,0
27405,0
9440,1
8067,1
11488,0
13987,0
25454,0
29100,0
13,1
8237,1
22409,0
25076,0
5397,1
23004,0
18975,0
24470,0
19076,0
25482,0
5293,1
22363,0
6989,1
3800,1
5124,1
216,1
23886,0
7819,1
29631,0
4118,1
12486,0
12855,0
29594,0
27211,0
24145,0
6031,1
26758,0
24105,0
2430,1
21126,0
28924,0
6250,1
8770,1
30170,0
9760,1
22542,0
10067,1
22536,0
23730,0
6791,1
4494,1
4965,1
609,1
12790,0
19577,0
173,1
28396,0
26896,0
28539,0
4243,1
7552,1
1235,1
29865,0
28701,0
25132,0
24223,0
12527,0
6444,1
11042,1
14528,0
15752,0
23367,0
3729,1
24884,0
4306,1
27764,0
29436,0
16546,0
11421,0
14212,0
12154,0
27875,0
15286,0
24077,0
24394,0
19742,0
16291,0
23172,0
26343,0
26681,0
4672,1
18852,0
7192,1
7707,1
7836,1
7811,1
1473,1
12251,0
11812,0
2857,1
18234,0
7501,1
20824,0
10369,1
3193,1
18796,0
12903,0
13068,0
16413,0
17186,0
19944,0
7578,1
17332,0
12575,0
28577,0
15576,0
28481,0
21598,0
5381,1
27926,0
15071,0
25226,0
21537,0
15519,0
9798,1
18978,0
30639,0
12022,0
22054,0
29656,0
3761,1
11429,0
13543,0
14795,0
9451,1
21069,0
401,1
16565,0
11181,1
9712,1
29728,0
8288,1
24873,0
21910,0
17016,0
11210,1
3621,1
1637,1
12079,0
29330,0
423,1
21067,0
26946,0
19772,0
24271,0
2864,1
3221,1
8184,1
17803,0
2561,1
29673,0
17003,0
3936,1
15671,0
10466,1
23968,0
18812,0
19785,0
938,1
4765,1
10086,1
10542,1
12748,0
18948,0
1216,1
17936,0
6806,1
21231,0
13001,0
461,1
13026,0
18893,0
2071,1
21186,0
15026,0
16312,0
10300,1
19167,0
28422,0
12766,0
13818,0
29493,0
25611,0
11523,0
11941,0
16503,0
12970,0
22321,0
5300,1
26235,0
29077,0
22723,0
15180,0
4333,1
1293,1
27467,0
5925,1
15157,0
1466,1
5355,1
24572,0
27441,0
12959,0
7232,1
4049,1
10492,1
23745,0
26815,0
22881,0
20311,0
16394,0
6951,1
19339,0
9976,1
14396,0
10798,1
3230,1
28299,0
24021,0
12874,0
7510,1
30096,0
9980,1
22068,0
14039,0
9636,1
12211,0
6405,1
22523,0
4146,1
26487,0
4152,1
2664,1
30038,0
3905,1
15843,0
11069,1
12149,0
15735,0
19415,0
4479,1
7913,1
3652,1
11193,1
13577,0
4215,1
26265,0
8457,1
25825,0
1583,1
4367,1
10825,1
17533,0
23474,0
20869,0
25445,0
443,1
25335,0
28454,0
19949,0
4535,1
3140,1
4836,1
21999,0
21676,0
12879,0
937,1
18071,0
3292,1
22532,0
3828,1
12516,0
15870,0
4972,1
16004,0
4933,1
15668,0
25148,0
24655,0
30560,0
22917,0
29767,0
26438,0
10255,1
4766,1
784,1
23267,0
29160,0
9368,1
6720,1
15932,0
15711,0
873,1
13154,0
3466,1
26884,0
25587,0
1794,1
9579,1
9687,1
13844,0
13873,0
24317,0
28435,0
18723,0
27739,0
17438,0
5679,1
7813,1
3497,1
16083,0
4868,1
17733,0
27143,0
8486,1
6938,1
8032,1
18250,0
2586,1
28790,0
13473,0
7791,1
11531,0
4671,1
26294,0
10602,1
11764,0
6614,1
30461,0
28238,0
2789,1
23575,0
14402,0
1468,1
2687,1
17301,0
6886,1
1597,1
3752,1
3440,1
4743,1
21360,0
21515,0
17244,0
5032,1
29349,0
15401,0
30013,0
20853,0
5445,1
20310,0
14604,0
15648,0
20643,0
13129,0
6303,1
22014,0
16920,0
10781,1
27859,0
18921,0
26046,0
27940,0
3008,1
9861,1
19204,0
9761,1
22298,0
4189,1
8273,1
9011,1
7244,1
10833,1
27699,0
30609,0
15186,0
13662,0
30736,0
29331,0
28988,0
29619,0
17189,0
11272,1
8787,1
22319,0
15763,0
20689,0
5188,1
6607,1
1422,1
14171,0
10138,1
29932,0
17938,0
17245,0
21717,0
25360,0
2095,1
16711,0
14835,0
23157,0
24080,0
5121,1
4839,1
3798,1
1721,1
1992,1
730,1
12889,0
12542,0
385,1
15603,0
18969,0
8761,1
18253,0
9528,1
18307,0
2711,1
2986,1
21424,0
3198,1
6667,1
19098,0
1697,1
1698,1
26404,0
1524,1
29934,0
4770,1
26019,0
30249,0
17531,0
14284,0
20545,0
15504,0
20854,0
22791,0
24569,0
24574,0
10903,1
29424,0
8968,1
18778,0
18708,0
25732,0
15236,0
8143,1
20561,0
30159,0
28821,0
3164,1
10614,1
28347,0
14353,0
14672,0
1490,1
13240,0
18344,0
19594,0
201,1
11521,0
802,1
24362,0
28664,0
10654,1
7483,1
19159,1
26940,0
22318,0
4275,1
25909,0
1989,1
26216,0
25344,0
6309,1
20541,0
17394,0
22682,0
21917,0
6264,1
5692,1
28259,0
27723,0
8420,1
21964,0
7864,1
17536,0
14646,0
1449,1
21589,0
8713,1
9394,1
10665,1
5139,1
20181,0
23537,0
6941,1
4917,1
27302,0
28409,0
10885,1
6515,1
2909,1
22514,0
3132,1
25393,0
29279,0
5652,1
26977,0
7294,1
2083,1
21843,0
26147,0
18601,0
20604,0
23685,0
29675,0
21776,0
4386,1
7169,1
19363,0
622,1
611,1
3537,1
7628,1
12681,0
253,1
14248,0
30042,0
11152,1
16095,0
9772,1
21884,0
15329,0
15214,0
29293,0
21624,0
17731,0
28173,0
18080,0
11709,0
1380,1
29057,0
22162,0
21804,0
2297,1
161,1
16270,0
6432,1
28959,0
3504,1
13441,0
29146,0
14030,0
22965,0
5863,1
17646,0
22584,0
8482,1
3011,1
17155,0
2925,1
10265,1
20700,0
18408,0
14629,0
3509,1
4247,1
29309,0
22797,0
20601,0
2422,1
2647,1
28197,0
24856,0
28012,0
12965,0
13888,0
26980,0
11224,1
11054,1
19711,0
10564,1
16019,0
18151,0
14738,0
3673,1
5361,1
20490,0
1198,1
125,1
9355,1
5759,1
2453,1
13178,0
3349,1
27761,0
23992,0
14936,0
23296,0
10414,1
1952,1
7696,1
16189,0
1788,1
23045,0
23945,0
11968,0
9599,1
11711,0
30287,0
24296,0
9526,1
16266,0
1039,1
23437,0
23973,0
2396,1
490,1
27790,0
5837,1
4782,1
18033,0
9825,1
16094,0
7060,1
7292,1
1853,1
469,1
15684,0
23402,0
28139,0
22541,0
15077,0
14020,0
10063,1
2607,1
21055,0
8089,1
6494,1
29700,0
16699,0
25667,0
973,1
533,1
4735,1
1973,1
10197,1
7838,1
26626,0
15570,0
11110,1
29591,0
24170,0
6113,1
4755,1
11034,1
24749,0
6740,1
10433,1
274,1
6249,1
20608,0
16109,0
1610,1
16896,0
17167,0
17707,0
18678,0
2106,1
4147,1
28574,0
26084,0
23867,0
27635,0
27340,0
1438,1
3444,1
30080,0
26733,0
17541,0
8267,1
642,1
30460,0
6137,1
14913,0
24545,0
15687,0
29571,0
10690,1
16165,0
1043,1
6425,1
2039,1
1334,1
8936,1
12721,0
2123,1
1527,1
4083,1
991,1
354,1
8146,1
10972,1
10432,1
15954,0
6646,1
30231,0
7802,1
13948,0
10740,1
8390,1
6744,1
9083,1
6049,1
18494,0
2362,1
28209,0
10381,1
20644,0
10462,1
1702,1
25585,0
8892,1
27830,0
27235,0
14755,0
11221,1
29903,0
30174,0
21167,0
14609,0
29912,0
22046,0
27092,0
1563,1
29134,0
21423,0
22146,0
4309,1
28013,0
13412,0
2987,1
1312,1
2469,1
16921,0
3839,1
11114,1
8266,1
30081,0
15392,0
19569,0
18688,0
663,1
26702,0
24745,0
10201,1
13334,0
15993,0
19839,0
27990,0
4840,1
28590,0
20232,0
25464,0
5728,1
3615,1
25390,0
5634,1
14566,0
20818,0
30482,0
8154,1
19190,0
7896,1
13465,0
3923,1
5561,1
23887,0
25836,0
7540,1
22588,0
7121,1
28966,0
29451,0
3109,1
17708,0
10470,1
21282,0
28060,0
28850,0
902,1
27048,0
1111,1
10229,1
18617,0
1230,1
15604,0
21132,0
1234,1
438,1
18134,0
15259,0
8587,1
29047,0
24435,0
26654,0
20532,0
27164,0
7127,1
5873,1
10284,1
9402,1
27836,0
3331,1
23124,0
28467,0
13163,0
11626,0
26563,0
21389,0
15959,0
12223,0
16078,0
21543,0
26724,0
24575,0
1418,1
25606,0
18644,0
8313,1
3083,1
14997,0
29106,0
27726,0
16716,0
10964,1
13460,0
25854,0
12290,0
6027,1
22998,0
21798,0
12831,0
8688,1
980,1
27266,0
6107,1
1630,1
6649,1
16880,0
7677,1
10918,1
2760,1
22795,0
28895,0
28255,0
12697,0
29566,0
17018,0
3951,1
28097,0
17776,0
5479,1
5945,1
5140,1
11815,0
25206,0
22577,0
19316,0
21017,0
23087,0
10898,1
8201,1
25054,0
11262,1
28834,0
26331,0
2590,1
9324,1
6665,1
25338,0
28796,0
13169,0
11525,0
12472,0
16382,0
30515,0
20740,0
7872,1
27905,0
30131,0
7930,1
5514,1
29965,0
2194,1
10743,1
29317,0
4193,1
11314,1
22207,0
29511,0
2353,1
19687,0
15643,0
15745,0
21218,0
18000,0
24681,0
20402,0
414,1
5748,1
4120,1
8383,1
9593,1
20937,0
24410,0
25053,0
29733,0
3736,1
19578,0
9299,1
9608,1
3827,1
1299,1
23810,0
8976,1
20013,0
2763,1
15642,0
14356,0
7385,1
19189,0
11679,0
23748,0
4409,1
25573,0
19370,0
12968,0
15705,0
1960,1
9533,1
26544,0
25006,0
22736,0
29089,0
20607,0
9462,1
23757,0
18076,0
13897,0
11248,1
29737,0
21269,0
2091,1
29752,0
27097,0
7935,1
14834,0
5675,1
15015,0
20814,0
29644,0
27624,0
3189,1
14847,0
18005,0
8433,1
22184,0
8260,1
14375,0
5441,1
23438,0
25537,0
1268,1
18171,0
2625,1
14234,0
10878,1
1720,1
18553,0
25333,0
19678,0
13706,0
10378,1
12700,0
24938,0
4898,1
21633,0
20533,0
20717,0
5227,1
27590,0
17411,0
18664,0
20708,0
6575,1
12980,0
1306,1
24664,0
5502,1
4265,1
22579,0
4168,1
12215,0
12455,0
4654,1
2017,1
23449,0
11208,1
5661,1
27572,0
7584,1
22163,0
25263,0
7302,1
12072,0
13140,0
20101,0
1117,1
18550,0
24917,0
8570,1
11984,0
24236,0
9566,1
19927,0
10077,1
6074,1
13639,0
10556,1
27929,0
9225,1
22868,0
27152,0
22948,0
24135,0
18398,0
10318,1
15633,0
8404,1
1183,1
21617,0
18145,0
8818,1
3115,1
16867,0
3351,1
3097,1
26015,0
13215,0
11818,0
5840,1
29384,0
8829,1
17940,0
5436,1
6102,1
14945,0
9142,1
21837,0
1983,1
3455,1
2823,1
13462,0
29598,0
17466,0
24658,0
12021,0
16278,0
5154,1
4527,1
13102,0
8692,1
26814,0
5329,1
23672,0
10779,1
23928,0
19896,0
10303,1
23389,0
29435,0
11450,0
26459,0
28109,0
25597,0
14369,0
2508,1
5160,1
2514,1
19570,0
22655,0
28591,0
16337,0
14765,0
24708,0
11686,0
27448,0
18203,0
15178,0
18108,0
936,1
11855,0
19462,0
24153,0
26408,0
1905,1
24383,0
12539,0
4730,1
20513,0
6313,1
21053,0
21649,0
12520,0
12242,0
26972,0
8188,1
21663,0
16805,0
12090,0
14556,0
672,1
22153,0
14460,0
19408,0
27447,0
28155,0
11345,0
11463,0
16063,0
1599,1
20264,0
22586,0
3214,1
30517,0
30729,0
28411,0
6158,1
2386,1
30058,0
4717,1
21090,0
28725,0
23282,0
22422,0
13813,0
5715,1
26095,0
10787,1
16325,0
3080,1
5500,1
4018,1
10568,1
4396,1
2311,1
7726,1
26139,0
1587,1
18472,0
30378,0
408,1
4609,1
26360,0
8461,1
21064,0
24307,0
26172,0
6421,1
16991,0
10311,1
26149,0
20626,0
29827,0
14360,0
20143,0
8072,1
15041,0
16818,0
25957,0
14062,0
13819,0
12489,0
27828,0
29335,0
12178,0
18013,0
2622,1
2515,1
6558,1
3806,1
23380,0
8334,1
11035,1
14713,0
19681,0
1615,1
13613,0
10967,1
16615,0
8233,1
25810,0
23521,0
27954,0
19780,0
16929,0
29693,0
28788,0
28884,0
20417,0
10695,1
23565,0
7981,1
24816,0
17164,0
28507,0
27565,0
6228,1
12607,0
23825,0
11326,1
13650,0
12794,0
11947,0
20261,0
28228,0
8052,1
18483,0
11440,0
9494,1
17295,0
27207,0
19926,0
17233,0
19516,0
16360,0
12216,0
10637,1
19273,0
3534,1
18221,0
20199,0
30449,0
5303,1
19228,0
8774,1
20838,0
8760,1
25535,0
8220,1
20251,0
9506,1
16646,0
29658,0
25225,0
7826,1
2984,1
19166,0
22824,0
5178,1
9592,1
6224,1
17884,0
21748,0
13561,0
9261,1
6465,1
26262,0
9385,1
4218,1
10518,1
8081,1
7975,1
4838,1
22887,0
13810,0
7012,1
1131,1
9914,1
12456,0
3916,1
4714,1
2781,1
22122,0
28167,0
28406,0
1647,1
24333,0
24597,0
10133,1
16175,0
12353,0
22077,0
12291,0
17019,0
20531,0
9235,1
20012,0
10461,1
9581,1
1854,1
23082,0
19960,0
4284,1
30322,0
26222,0
12918,0
18692,0
24887,0
21471,0
9849,1
15264,0
5922,1
21324,0
23475,0
3134,1
24580,0
17852,0
6105,1
3763,1
16053,0
15568,0
8478,1
11811,0
26401,0
19523,0
15167,0
329,1
26965,0
19603,0
8767,1
15877,0
19526,0
8581,1
13868,0
8283,1
12724,0
4869,1
16985,0
607,1
7690,1
14222,0
21988,0
27806,0
24799,0
28594,0
25457,0
859,1
11045,1
14976,0
2244,1
12206,0
16310,0
9957,1
20551,0
15239,0
30395,0
26568,0
14974,0
2911,1
23280,0
18517,0
332,1
5789,1
20110,0
19501,0
10386,1
1162,1
3329,1
26902,0
22909,0
17114,0
4446,1
7143,1
22778,0
3477,1
23084,0
12513,0
16944,0
12043,0
2879,1
19015,0
30629,0
10271,1
19641,0
20290,0
23219,0
5786,1
3701,1
15473,0
2636,1
22347,0
727,1
7065,1
22392,0
25030,0
1135,1
18371,0
8428,1
27932,0
30588,0
21089,0
29207,0
22435,0
19295,0
22555,0
20720,0
3197,1
23725,0
18753,0
9067,1
1644,1
4656,1
8094,1
4144,1
26284,0
7736,1
1108,1
30572,0
7118,1
28612,0
23563,0
21757,0
7611,1
16932,0
6423,1
7239,1
17851,0
23912,0
19209,0
26303,0
5353,1
23247,0
14347,0
26804,0
12378,0
25599,0
5343,1
26449,0
27736,0
21768,0
27603,0
22049,0
2979,1
18283,0
18687,0
24995,0
10729,1
29412,0
12905,0
5255,1
19152,1
8550,1
21933,0
23827,0
26873,0
7779,1
14377,0
5434,1
2274,1
26663,0
20865,0
11646,0
1296,1
26003,0
24108,0
2935,1
15052,0
849,1
19717,0
18468,0
21918,0
11465,0
14216,0
13634,0
15689,0
1693,1
15310,0
29421,0
16477,0
27773,0
12509,0
23987,0
27835,0
27850,0
24975,0
17386,0
20991,0
4315,1
28048,0
3755,1
14677,0
2505,1
12731,0
14423,0
2570,1
25104,0
9787,1
12120,0
22669,0
2718,1
27009,0
19527,0
28466,0
12227,0
14082,0
4411,1
10610,1
15487,0
18207,0
29232,0
16473,0
13789,0
27063,0
20587,0
15491,0
14255,0
6606,1
28359,0
9174,1
13884,0
8727,1
10020,1
14666,0
10459,1
27993,0
19621,0
3490,1
22664,0
24870,0
12416,0
9247,1
13777,0
29893,0
26421,0
20133,0
24324,0
30388,0
13781,0
2676,1
427,1
19694,0
18793,0
12188,0
8997,1
9340,1
10448,1
1392,1
12466,0
799,1
18291,0
21531,0
82,1
25316,0
14933,0
14170,0
15297,0
